ID,course1,course2
e3d4f9a7b947ebc03d345dd9e14b5d2c,???,-
e4caca755ee0bdd711e18fb8084958b5,Statistical Learning Theory,-
e5fb2c5a9d8a09915b15d14bf6cf3174,Безопасность компьютерных систем,-
e6f5eb76b34e7ab7bac753e6cb0a2279,Теория баз данных,-
e6f751a81ab2d5197e8237a96656144d,Высокопроизводительные вычисления,-
e83471de8976e4fcfccf4ef417f07192,Сбор и обработка данных с помощью краудсорсинга,-
e86ac9984ebea336a2a71b6bd9929702,Statistical Learning Theory,Байесовские методы машинного обучения
e8b314842f176be9051d14a07cb156cb,Язык SQL,-
ea682b140a15d40156a00aaf0234a91e,Анализ неструктурированных данных,-
ea9d7e5f21ee102565b1437b26eb1144,Язык SQL,-
eb1d7205d913319ef3d48e0719839849,Байесовские методы машинного обучения,Statistical Learning Theory
ecc19831d7abd064f0488a9af2521920,Язык SQL,-
ef8c6afd958da5f51429948f090432da,???,-
efc406545c2b0e958ec89b4c1e4f7a28,???,-
f0db08ec702a03450390efdca4166cc2,Язык SQL,-
f0f01fe07310ce6f403894eb624ac323,Высокопроизводительные вычисления,-
f0f6f3881894172a0f04e79b554b49e6,Принятие решений в условиях риска и неопределённости,-
f2d210ace25a841e1e58036b257d5d47,Анализ неструктурированных данных,-
f2e1cfc27a724879ac2a8c98004c14b0,Принятие решений в условиях риска и неопределённости,Глубинное обучение в обработке звука
f2ed8115db45ef795ced2701fa86515d,Statistical Learning Theory,-
f36d508e6129c7b248cc707b71c2a551,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга
f3cc62fabaa597e8fe0b20ac2e6f46d3,Безопасность компьютерных систем,-
f44aea1095f9f5b8e2f5f0ed2b17891b,Анализ неструктурированных данных,-
f5d9f99cb876ca0888d18b6e444fa1b1,Теория баз данных,-
f602211b88a96890ce75e36a390705b8,Глубинное обучение в обработке звука,Анализ неструктурированных данных
f736e00dc03850c59649e77149895d5a,Высокопроизводительные вычисления,-
f7f123322f77fd451a30ed4979c323fc,Язык SQL,-
f81cc449798c2d8971612dc9a749ad2a,Высокопроизводительные вычисления,-
f8c83b338162bb41af2851b5e62f84d0,Теория баз данных,-
f8fab519d78047712c06798c8b7fe38f,Теория баз данных,Моделирование временных рядов
f93afd8e92c336b471aa3bbbc579aefe,Высокопроизводительные вычисления,-
f941beb89ecc5c59076bcfa79691116c,Теория баз данных,Принятие решений в условиях риска и неопределённости
f98ac9a12b43a53c0fa44491cb56890c,Анализ неструктурированных данных,Байесовские методы машинного обучения
fa4860bc719aadedbb00ba027067a8b7,Высокопроизводительные вычисления,-
fa61e55c68763160d0fffe57dab37af9,Анализ неструктурированных данных,???
fc2c60b8004aa91bc272df84628621ff,Язык SQL,-
fc833a2815fa010d53b0047244438d9d,Statistical Learning Theory,Байесовские методы машинного обучения
fc8b84c5df1ea8bf6e5da51945124d57,Высокопроизводительные вычисления,Байесовские методы машинного обучения
fd784637a19d65bbe5b07d6efac5a05d,Statistical Learning Theory,-
fe631bea98b075dd781e11df3987533b,Statistical Learning Theory,Моделирование временных рядов
feb53dcdd28fff9dc4a981c3419fea6f,Язык SQL,???
fecff7bd30995d16b59fb392d47b3760,Безопасность компьютерных систем,Анализ неструктурированных данных
ff549c331d45453052f28ad2614afda9,Моделирование временных рядов,-
ffc04c64d068f8d85e4dc44e7f297ecc,Statistical Learning Theory,Байесовские методы машинного обучения
ffc58d371e2f52e1c7f45d49d3d629d0,Матричные вычисления,-
