ID,course1,course2
bb29d9b9230528a4873f91abce2095b8,Методы сжатия и передачи медиаданных,-
bb94ed5af639819dac15574197c80da3,Анализ данных в бизнесе,-
bb9bbd259ab6b8170a7dc6fb35695d13,Методы сжатия и передачи медиаданных,-
bba51e2f648cb3323b96858a404dacea,Обучение с подкреплением,Методы сжатия и передачи медиаданных
bbc73542db4946bde4d115b4dd944427,Машинное обучение 2,-
bc4974fa622838af7586a7b67d1f3a28,Компьютерные сети,-
bd416140ecdb32b6dbd7f40820bf63b1,???,-
be4fa2120de3397ae21eac38ff0060e3,Численные методы,-
bf24738793f54467434ad78be13a42bf,Дополнительные главы прикладной статистики,-
bfe75c08c6b7e31d4e7d48c9c5fed69b,Дискретная оптимизация,-
c154bbf18efdd4d760e52155eaa87929,Компьютерные сети,-
c1e88502b6673d22c38ee1352e3a1dd9,Обучение с подкреплением,Компьютерное зрение
c39a1776d2509b6383ab9a7af9cba0ca,Обучение с подкреплением,Компьютерное зрение
c3c0a0524bae841e5f9a56cf967cd423,Промышленное программирование на языке Java,-
c5870b37ee3f672e4259dfb2fc02ed8f,Обучение с подкреплением,-
c749f69f66d40cdfb3821745951be896,Обучение с подкреплением,???
c7544f6c00a5164efdef675410d62e94,???,-
c7f347b466ff14ec85103f61c4d6ff8e,Машинное обучение 2,-
c7f617262a8d9350bcbba27f6d65d86a,Машинное обучение 2,-
c84186d57fd935e228cdeddb0ce0bf2c,Машинное обучение 2,-
c93289511bf5625a199d4ae9b889a06a,Обучение с подкреплением,Компьютерное зрение
c976c868dd660e792ab82ba8d9e02506,Методы сжатия и передачи медиаданных,-
c97ab5cabace9f00673cc8384771aa9c,???,-
c98c2ee69047bd8febea3ac2d1380bf9,Анализ данных в бизнесе,-
cabc5ea85cac3029dc2aecc4955f9cf3,Дискретная оптимизация,-
cc8e710c871ae8236b8b8705e6840793,Анализ данных в бизнесе,-
cd8299f4173e8a509275b25787670ad2,Дискретная оптимизация,-
cddf159101f9a5a30f9041ceebdb2835,Дискретная оптимизация,-
ce2a9120d5581dcd8bd0d6252918c9ec,Символьные вычисления,Компьютерное зрение
cef24632489091cb8c085688b7d78dec,Обучение с подкреплением,Генеративные модели в машинном обучении
cef7df6fa798b759b2a5763b7d0c5d38,Компьютерные сети,-
cfe9fd28e4cbe0b46594b21f3067e30a,Анализ данных в бизнесе,-
d028e00edda581b07bcbe6b841e6dc39,Обучение с подкреплением,Генеративные модели в машинном обучении
d08d06bc5d31e35616fafc59de6f2e34,Промышленное программирование на языке Java,-
d0d8ff53ed5b119f9056068e954256c6,Численные методы,-
d37fe725a8ee1d1b263463baf7560fd4,Промышленное программирование на языке Java,-
d38ebd0ba564ea88de8015e116f811c8,???,-
d3b992fe1016d7951d335db002d43dec,Дискретная оптимизация,-
d40cbae8cfc9e6c5d05831ef7e122f3e,Обучение с подкреплением,Компьютерное зрение
d4c7805c20028b28a8e3713ccdeae2a1,Дополнительные главы прикладной статистики,-
d539461bf254cf8b3201cdf7990b119e,???,-
d5557a9bcd58a786fa8d5aab48b82ddf,Компьютерные сети,-
d555d2805e1d93d4f023e57dc4c8f403,Обучение с подкреплением,Компьютерное зрение
d61cc836b6aa3cdc4a40e2e8ada0b937,Компьютерные сети,-
d670dfbe253658a4e427a5569c59de9e,Проектирование и разработка высоконагруженных сервисов,-
d6c079f1ff869c8c84fa3ed30bd67e0e,Дополнительные главы прикладной статистики,-
d7118b44c7e8fdbbaaca226d2da6fef1,Методы сжатия и передачи медиаданных,Численные методы
d81070e804b5757d118efba759e707e8,Обучение с подкреплением,Компьютерное зрение
d82c2df25b8b36cd655077b4a885e1f7,???,-
d9133abde61da78a0b956af5dad1228a,Обучение с подкреплением,Генеративные модели в машинном обучении
d9c068e5578253c2b0721558dd0813e1,Конфликты и кооперация,-
d9f0e5ebc6718202b86eaee2de1c697b,Системы баз данных,-
db450211a009799155ed6494957be8c7,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов
dbcac463fe0b6294743107a9e74356c5,Машинное обучение 2,-
dc7f705ae386b0457542a833571d51d0,Методы сжатия и передачи медиаданных,Проектирование и разработка высоконагруженных сервисов
dcc2e3447043d6d70a90c9c924314695,Промышленное программирование на языке Java,-
ddea5295ac96e74f05982e47c7ab4ff4,Анализ данных в бизнесе,-
de539be8b29b3afa002184e28d63c670,Обучение с подкреплением,Методы сжатия и передачи медиаданных
df4d59dca630b474f77b0103cac53b52,Проектирование и разработка высоконагруженных сервисов,-
e0a59b2b04663ea386d2cac7b876952e,Обучение с подкреплением,Компьютерное зрение
e0ca1a9548af9a3f98428c62420aa484,Дискретная оптимизация,-
e0fceae1e285f737630bb6123a1bd85d,Проектирование и разработка высоконагруженных сервисов,Символьные вычисления
e11399490117e1913ae79d09a5a2b981,Обучение с подкреплением,???
e22f8203911170e6b68b1b88cf85fee2,Проектирование и разработка высоконагруженных сервисов,-
e242616383e4cb90672c3dbcf146bf3b,Проектирование и разработка высоконагруженных сервисов,-
e3b41563b7ea61def9fdd3623df1c783,Конфликты и кооперация,Обучение с подкреплением
e3d4f9a7b947ebc03d345dd9e14b5d2c,???,-
e4caca755ee0bdd711e18fb8084958b5,Численные методы,-
e5fb2c5a9d8a09915b15d14bf6cf3174,Дискретная оптимизация,-
e6f5eb76b34e7ab7bac753e6cb0a2279,Компьютерные сети,-
e6f751a81ab2d5197e8237a96656144d,Численные методы,-
e83471de8976e4fcfccf4ef417f07192,Системы баз данных,-
e86ac9984ebea336a2a71b6bd9929702,Символьные вычисления,Компьютерное зрение
e8b314842f176be9051d14a07cb156cb,Промышленное программирование на языке Java,-
ea682b140a15d40156a00aaf0234a91e,Обучение с подкреплением,-
ea9d7e5f21ee102565b1437b26eb1144,Дополнительные главы прикладной статистики,-
eb1d7205d913319ef3d48e0719839849,Символьные вычисления,Обучение с подкреплением
ecc19831d7abd064f0488a9af2521920,Системы баз данных,-
ef8c6afd958da5f51429948f090432da,Машинное обучение 2,-
efc406545c2b0e958ec89b4c1e4f7a28,Системы баз данных,-
f0db08ec702a03450390efdca4166cc2,???,-
f0f01fe07310ce6f403894eb624ac323,Промышленное программирование на языке Java,-
f0f6f3881894172a0f04e79b554b49e6,Численные методы,-
f2d210ace25a841e1e58036b257d5d47,Обучение с подкреплением,-
f2e1cfc27a724879ac2a8c98004c14b0,Обучение с подкреплением,Компьютерное зрение
f2ed8115db45ef795ced2701fa86515d,Системы баз данных,-
f36d508e6129c7b248cc707b71c2a551,Компьютерное зрение,Генеративные модели в машинном обучении
f3cc62fabaa597e8fe0b20ac2e6f46d3,Промышленное программирование на языке Java,-
f44aea1095f9f5b8e2f5f0ed2b17891b,Конфликты и кооперация,-
f5d9f99cb876ca0888d18b6e444fa1b1,???,-
f602211b88a96890ce75e36a390705b8,Компьютерное зрение,Генеративные модели в машинном обучении
f736e00dc03850c59649e77149895d5a,Машинное обучение 2,-
f7f123322f77fd451a30ed4979c323fc,Системы баз данных,-
f81cc449798c2d8971612dc9a749ad2a,Компьютерные сети,-
f8c83b338162bb41af2851b5e62f84d0,???,-
f8fab519d78047712c06798c8b7fe38f,???,-
f93afd8e92c336b471aa3bbbc579aefe,Методы сжатия и передачи медиаданных,-
f941beb89ecc5c59076bcfa79691116c,Анализ данных в бизнесе,-
f98ac9a12b43a53c0fa44491cb56890c,Обучение с подкреплением,Компьютерное зрение
fa4860bc719aadedbb00ba027067a8b7,Компьютерные сети,-
fa61e55c68763160d0fffe57dab37af9,Обучение с подкреплением,Компьютерное зрение
fc2c60b8004aa91bc272df84628621ff,Системы баз данных,-
fc833a2815fa010d53b0047244438d9d,Символьные вычисления,Компьютерное зрение
fc8b84c5df1ea8bf6e5da51945124d57,Обучение с подкреплением,Проектирование и разработка высоконагруженных сервисов
fd784637a19d65bbe5b07d6efac5a05d,Машинное обучение 2,-
fe631bea98b075dd781e11df3987533b,Конфликты и кооперация,Символьные вычисления
feb53dcdd28fff9dc4a981c3419fea6f,Анализ данных в бизнесе,-
fecff7bd30995d16b59fb392d47b3760,Обучение с подкреплением,Компьютерное зрение
ff549c331d45453052f28ad2614afda9,Численные методы,-
ffc04c64d068f8d85e4dc44e7f297ecc,Обучение с подкреплением,Генеративные модели в машинном обучении
ffc58d371e2f52e1c7f45d49d3d629d0,Системы баз данных,-
